type,price,beds,bath,propertysqft,street_name,latitude,longitude,zip_code,city
house for sale,799000,3,1.0,2184.207862,brooklyn,40.6414423,-73.9325148,11203,brooklyn
multi-family home for sale,799000,3,2.0,2184.207862,brooklyn,40.638624,-73.911936,11236,brooklyn
house for sale,799000,3,2.0,1989.0,brooklyn,40.6592604,-73.9267735,11212,brooklyn
multi-family home for sale,799900,5,2.0,1750.0,brooklyn,40.5956263,-73.933927,11229,brooklyn
house for sale,799999,3,2.0,1344.0,brooklyn,40.6099147,-73.9287144,11234,brooklyn
multi-family home for sale,799999,6,2.373860858,2184.207862,brooklyn,40.6245872,-73.9219517,11234,brooklyn
house for sale,800000,3,2.0,825.0,brooklyn,40.6222734,-73.924094,11234,brooklyn
house for sale,800000,3,2.0,1824.0,brooklyn,40.608799,-73.9128174,11234,brooklyn
pending,800000,3,2.373860858,2184.207862,brooklyn,40.6388264,-73.8846089,11236,brooklyn
house for sale,800000,3,2.0,1224.0,brooklyn,40.6125589,-73.9230425,11234,old mill basin
house for sale,800000,3,2.373860858,2184.207862,brooklyn,40.6899365,-73.9294828,11221,brooklyn
house for sale,815599,3,2.0,2184.207862,brooklyn,40.6254509,-73.9395115,11234,brooklyn
house for sale,825000,2,2.0,1820.0,brooklyn,40.6163169,-73.9981652,11204,brooklyn
house for sale,835000,3,2.0,2184.207862,brooklyn,40.6226706,-73.9327329,11234,brooklyn
condo for sale,5925000,3,4.0,2539.0,dumbo,40.7022,-73.990838,11201,brooklyn
house for sale,848000,3,3.0,1080.0,brooklyn,40.6180243,-73.9971092,11204,brooklyn
multi-family home for sale,849000,4,3.0,2184.207862,brooklyn,40.6895034,-73.8684501,11208,brooklyn
house for sale,849000,3,3.0,1656.0,brooklyn,40.6359565,-73.8946343,11236,brooklyn
house for sale,849999,4,2.0,1842.0,brooklyn,40.6274471,-73.961091,11230,brooklyn
multi-family home for sale,849999,4,2.0,2217.0,brooklyn,40.6405612,-73.9333874,11203,brooklyn
multi-family home for sale,850000,3,2.373860858,1600.0,brooklyn,40.5776897,-74.0072206,11224,brooklyn
multi-family home for sale,850000,5,3.0,2184.207862,brooklyn,40.6742588,-73.8767881,11208,brooklyn
multi-family home for sale,850000,3,3.0,2646.0,brooklyn,40.5786954,-73.9626508,11235,brooklyn
house for sale,850000,2,2.0,1122.0,brooklyn,40.6172561,-73.9989227,11204,brooklyn
contingent,850000,8,3.0,1976.0,brooklyn,40.6729629,-73.9207117,11233,brooklyn
house for sale,859000,3,2.0,2184.207862,brooklyn,40.621997,-73.905326,11234,brooklyn
multi-family home for sale,860000,5,3.0,2324.0,brooklyn,40.5768936,-74.0048793,11224,brooklyn
townhouse for sale,860000,3,2.0,2000.0,brooklyn,40.6315943,-73.9376928,11210,brooklyn
multi-family home for sale,865000,5,3.0,1720.0,brooklyn,40.6408696,-73.9139282,11236,brooklyn
townhouse for sale,869000,3,2.0,2184.207862,brooklyn,40.6191897,-73.939392,11234,brooklyn
condo for sale,5900000,3,3.0,2706.0,manhattan,40.744213,-73.987241,10016,new york
house for sale,875000,2,1.0,1050.0,brooklyn,40.5949166,-73.9779852,11223,brooklyn
house for sale,875000,4,2.0,1600.0,brooklyn,40.6440698,-73.9539046,11226,brooklyn
house for sale,875000,5,2.0,1974.0,brooklyn,40.6174718,-73.9231114,11234,brooklyn
multi-family home for sale,888000,5,3.0,2980.0,brooklyn,40.6484284,-73.9166783,11203,east flatbush
multi-family home for sale,890000,4,3.0,2184.207862,brooklyn,40.6850983,-73.8717463,11208,brooklyn
house for sale,897000,3,2.0,1664.0,brooklyn,40.6137691,-73.9416652,11234,brooklyn
house for sale,899000,3,2.0,1324.0,brooklyn,40.6055237,-73.9143161,11234,brooklyn
multi-family home for sale,899000,4,3.0,1892.0,brooklyn,40.6344613,-73.9042326,11236,brooklyn
house for sale,899000,2,2.0,1056.0,brooklyn,40.603279,-74.014377,11228,brooklyn
multi-family home for sale,899999,8,4.0,2184.207862,brooklyn,40.6531909,-73.9453969,11203,brooklyn
multi-family home for sale,900500,4,2.0,2184.207862,brooklyn,40.6468871,-73.8907758,11236,brooklyn
multi-family home for sale,906300,8,4.0,3116.0,brooklyn,40.668499,-73.8810259,11208,brooklyn
house for sale,919000,3,2.0,1565.0,brooklyn,40.6335949,-73.9678166,11230,brooklyn
house for sale,919000,6,3.0,5400.0,brooklyn,40.6410944,-73.9490931,11226,brooklyn
house for sale,920000,5,4.0,2184.207862,brooklyn,40.6502862,-73.9343518,11203,brooklyn
house for sale,924900,3,2.0,1404.0,brooklyn,40.6094348,-73.9777343,11204,brooklyn
house for sale,925000,2,2.0,1077.0,brooklyn,40.6764806,-73.9446731,11216,brooklyn
multi-family home for sale,928000,3,4.0,1640.0,brooklyn,40.6527672,-74.0120752,11232,brooklyn
house for sale,929000,3,2.0,1309.0,brooklyn,40.6174291,-73.9615134,11230,brooklyn
house for sale,939000,3,2.0,1700.0,brooklyn,40.6089374,-73.9401956,11229,brooklyn
house for sale,948000,4,2.0,1492.0,brooklyn,40.6090003,-74.0081041,11214,brooklyn
house for sale,948888,3,1.0,950.0,brooklyn,40.5786958,-73.938485,11235,brooklyn
multi-family home for sale,949000,4,2.0,1600.0,brooklyn,40.6452346,-73.9569371,11226,brooklyn
multi-family home for sale,949000,5,3.0,2184.207862,brooklyn,40.6290233,-73.9330774,11234,brooklyn
house for sale,949000,4,2.0,2172.0,brooklyn,40.6142439,-73.9015473,11234,brooklyn
house for sale,949900,3,2.0,1940.0,brooklyn,40.6006625,-73.9808106,11223,brooklyn
townhouse for sale,950000,5,3.0,2288.0,brooklyn,40.6626245,-73.8680207,11208,brooklyn
multi-family home for sale,950000,6,3.0,2184.207862,brooklyn,40.6489264,-73.9197127,11236,brooklyn
townhouse for sale,950000,2,1.0,1800.0,brooklyn,40.6594527,-73.9975913,11232,brooklyn
multi-family home for sale,950000,5,2.0,1660.0,brooklyn,40.5792869,-73.9603435,11235,brooklyn
multi-family home for sale,974998,7,2.0,2184.207862,brooklyn,40.675444,-73.8823121,11208,brooklyn
house for sale,975000,3,2.0,2184.207862,brooklyn,40.6553249,-73.9284733,11203,brooklyn
house for sale,975000,3,2.0,1400.0,brooklyn,40.5856655,-73.9472452,11235,brooklyn
multi-family home for sale,979000,8,3.0,2860.0,brooklyn,40.6597134,-73.9195979,11212,brooklyn
multi-family home for sale,980000,4,3.0,1408.0,brooklyn,40.611841,-73.92961,11234,brooklyn
multi-family home for sale,980000,3,4.0,2700.0,brooklyn,40.586018,-73.9252126,11229,brooklyn
multi-family home for sale,980000,6,3.0,2184.207862,brooklyn,40.6615804,-73.8615475,11208,brooklyn
house for sale,988000,5,2.0,3244.0,brooklyn,40.6548876,-73.9275423,11203,brooklyn
multi-family home for sale,988888,5,3.0,2184.207862,brooklyn,40.6748665,-73.908063,11233,brooklyn
multi-family home for sale,989000,4,2.0,1827.0,brooklyn,40.5927382,-73.9536851,11229,brooklyn
contingent,990000,11,9.0,6240.0,brooklyn,40.6616708,-73.9171293,11212,brooklyn
multi-family home for sale,995000,5,2.0,2184.207862,brooklyn,40.6862289,-73.9364224,11221,brooklyn
house for sale,995000,2,2.0,800.0,brooklyn,40.603454,-73.9756682,11223,brooklyn
pending,995000,5,2.0,2128.0,brooklyn,40.6631136,-73.9544199,11225,brooklyn
multi-family home for sale,998000,11,6.0,2184.207862,brooklyn,40.6186409,-73.9389327,11234,brooklyn
house for sale,998000,3,2.0,1232.0,brooklyn,40.6022677,-73.9611815,11223,brooklyn
multi-family home for sale,998500,3,2.0,2184.207862,brooklyn,40.6476837,-73.9519338,11226,brooklyn
house for sale,998888,3,2.0,1780.0,brooklyn,40.6117545,-74.0323281,11209,brooklyn
house for sale,999000,3,1.0,1392.0,brooklyn,40.6123969,-73.9422162,11234,brooklyn
house for sale,999000,3,2.0,1900.0,brooklyn,40.6228038,-74.0109676,11228,brooklyn
multi-family home for sale,999000,5,3.0,2184.207862,brooklyn,40.6207744,-73.9055089,11234,brooklyn
pending,999000,4,2.0,1957.0,brooklyn,40.6248041,-74.0355778,11209,brooklyn
multi-family home for sale,999000,3,6.0,2184.207862,brooklyn,40.661217,-73.9412284,11203,brooklyn
house for sale,999000,7,4.0,2000.0,brooklyn,40.58955,-73.9824749,11223,brooklyn
townhouse for sale,999000,4,2.0,2184.207862,brooklyn,40.6964448,-73.9283241,11221,brooklyn
multi-family home for sale,999900,4,2.0,2024.0,brooklyn,40.6101839,-74.009209,11228,brooklyn
multi-family home for sale,999999,4,3.0,1980.0,brooklyn,40.620076,-74.0306109,11209,brooklyn
contingent,999999,12,6.0,3900.0,brooklyn,40.6589824,-73.9920247,11215,brooklyn
contingent,999999,3,2.0,1880.0,brooklyn,40.6325838,-74.0194607,11220,brooklyn
multi-family home for sale,999999,8,2.0,3023.0,brooklyn,40.6350854,-73.9408271,11210,brooklyn
pending,1039000,3,2.0,2300.0,brooklyn,40.6049171,-74.0166722,11228,brooklyn
house for sale,1049000,3,1.0,1683.0,brooklyn,40.6249039,-74.0253417,11209,brooklyn
townhouse for sale,1050000,4,1.0,2184.207862,brooklyn,40.6701878,-73.9595284,11225,brooklyn
multi-family home for sale,1050000,6,4.0,2134.0,brooklyn,40.6231593,-73.9073789,11234,brooklyn
multi-family home for sale,1059000,6,3.0,2184.207862,brooklyn,40.6830732,-73.8797396,11208,brooklyn
house for sale,1075000,6,2.0,2200.0,brooklyn,40.6141979,-73.9591151,11230,brooklyn
multi-family home for sale,1075000,7,3.0,2000.0,brooklyn,40.6489509,-74.014767,11220,brooklyn
house for sale,1085000,5,3.0,1200.0,brooklyn,40.618311,-73.997597,11204,brooklyn
multi-family home for sale,1085000,3,8.0,3480.0,brooklyn,40.5801478,-73.9835836,11224,brooklyn
house for sale,1088888,3,4.0,1320.0,brooklyn,40.6090909,-73.9762651,11204,brooklyn
house for sale,1089000,4,2.0,1720.0,brooklyn,40.6275081,-74.018889,11209,brooklyn
house for sale,1099000,3,2.0,2700.0,brooklyn,40.6190264,-73.9056582,11234,brooklyn
house for sale,1099000,3,4.0,2037.0,brooklyn,40.621735,-73.941847,11210,brooklyn
house for sale,1099000,7,3.0,2322.0,brooklyn,40.6438485,-73.9016506,11236,brooklyn
pending,1099000,3,2.0,1472.0,brooklyn,40.6193503,-74.0388023,11209,brooklyn
townhouse for sale,1099999,4,2.0,1874.0,brooklyn,40.5975478,-73.9504503,11229,brooklyn
house for sale,1100000,4,3.0,1400.0,brooklyn,40.6231568,-74.0148411,11228,brooklyn
multi-family home for sale,1100000,5,3.0,1916.0,brooklyn,40.6183626,-73.9260392,11234,brooklyn
multi-family home for sale,1100000,6,3.0,2184.207862,brooklyn,40.6800424,-73.8830327,11208,brooklyn
house for sale,1100000,3,2.373860858,2184.207862,brooklyn,40.6143817,-73.9525027,11210,brooklyn
multi-family home for sale,1108900,6,2.0,2664.0,brooklyn,40.63089,-74.018305,11209,brooklyn
multi-family home for sale,1138000,5,3.0,1026.0,brooklyn,40.6240315,-73.9954118,11219,brooklyn
multi-family home for sale,1139000,3,3.0,2520.0,brooklyn,40.5994335,-73.9458671,11229,brooklyn
house for sale,1148000,3,2.0,1890.0,brooklyn,40.6130693,-74.0344829,11209,brooklyn
pending,1149000,5,4.0,2169.0,brooklyn,40.6841571,-73.8820567,11208,brooklyn
house for sale,1149000,4,3.0,1800.0,brooklyn,40.6644629,-73.951745,11225,brooklyn
house for sale,1149000,3,2.0,1660.0,brooklyn,40.6093215,-73.9448683,11229,brooklyn
multi-family home for sale,1149000,2,2.0,1472.0,brooklyn,40.6078291,-73.9755535,11223,brooklyn
house for sale,1150000,3,2.373860858,1376.0,brooklyn,40.6149237,-73.9789281,11204,brooklyn
multi-family home for sale,1150000,12,6.0,4125.0,brooklyn,40.702987,-73.9273005,11237,brooklyn
house for sale,1150000,3,2.0,1700.0,brooklyn,40.6092336,-73.9930917,11214,brooklyn
house for sale,1150000,3,2.0,1280.0,brooklyn,40.6193771,-73.9717704,11204,brooklyn
multi-family home for sale,1150000,6,3.0,2400.0,brooklyn,40.6309272,-73.9303563,11234,brooklyn
house for sale,1150000,3,2.0,1600.0,brooklyn,40.5851948,-73.9368737,11235,brooklyn
multi-family home for sale,1170000,5,4.0,3120.0,brooklyn,40.6090159,-73.9118129,11234,brooklyn
house for sale,1175000,2,2.0,1144.0,brooklyn,40.6314389,-74.0378384,11209,brooklyn
house for sale,1175000,3,2.0,1192.0,brooklyn,40.6369819,-74.0276787,11220,brooklyn
house for sale,1175000,3,2.0,1240.0,brooklyn,40.6034711,-74.0124361,11214,brooklyn
house for sale,1175000,3,2.373860858,2184.207862,brooklyn,40.5790606,-73.9612505,11235,brooklyn
house for sale,1175000,3,2.373860858,2184.207862,brooklyn,40.577735,-73.9632478,11235,brooklyn
house for sale,1175000,3,2.373860858,2184.207862,brooklyn,40.5791234,-73.9613152,11235,brooklyn
house for sale,1175000,7,2.373860858,2184.207862,brooklyn,40.6260389,-73.9106991,11234,brooklyn
multi-family home for sale,1175000,6,3.0,2184.207862,brooklyn,40.6356515,-73.9018458,11236,brooklyn
multi-family home for sale,1180000,4,3.0,1528.0,brooklyn,40.6204591,-73.9928625,11204,brooklyn
house for sale,1188000,4,2.0,1580.0,brooklyn,40.6198659,-74.0087151,11228,brooklyn
multi-family home for sale,1188000,3,2.0,2240.0,brooklyn,40.6085532,-73.998257,11214,brooklyn
house for sale,1190000,3,2.0,1360.0,brooklyn,40.6214197,-74.0328467,11209,brooklyn
house for sale,1190000,4,2.0,1500.0,brooklyn,40.5935138,-73.9556712,11229,brooklyn
house for sale,1190000,3,2.0,1088.0,brooklyn,40.5787747,-73.9401956,11235,brooklyn
townhouse for sale,1195000,4,2.0,2625.0,brooklyn,40.685396,-73.959061,11238,brooklyn
multi-family home for sale,1195000,3,3.0,2400.0,brooklyn,40.6332797,-73.9249485,11234,brooklyn
house for sale,1199000,4,2.0,2184.207862,brooklyn,40.5783044,-73.9471644,11235,brooklyn
multi-family home for sale,1199000,4,2.0,1824.0,brooklyn,40.6119254,-74.0084031,11228,brooklyn
house for sale,1199000,4,1.0,1840.0,brooklyn,40.6165131,-74.0045846,11228,brooklyn
house for sale,1199999,5,3.0,1728.0,brooklyn,40.628704,-74.00189,11219,brooklyn
multi-family home for sale,1200000,4,2.0,2536.0,brooklyn,40.6042861,-74.0012526,11214,brooklyn
multi-family home for sale,1200000,7,2.373860858,2184.207862,brooklyn,40.6243164,-73.9136042,11234,brooklyn
multi-family home for sale,1200000,5,2.0,2184.207862,brooklyn,40.590395,-73.9412863,11235,brooklyn
pending,1200000,3,2.373860858,3280.0,brooklyn,40.688515,-73.916949,11221,brooklyn
townhouse for sale,1200000,3,2.373860858,2184.207862,brooklyn,40.6260506,-74.0258346,11209,brooklyn
multi-family home for sale,1200000,9,2.373860858,2184.207862,brooklyn,40.681739,-73.9553364,11216,bedford stuyvesant
townhouse for sale,1225000,4,4.0,1821.0,brooklyn,40.6901415,-73.9187569,11221,brooklyn
multi-family home for sale,1248000,6,3.0,2400.0,brooklyn,40.5904715,-73.9441041,11235,brooklyn
multi-family home for sale,1249000,5,3.0,1548.0,brooklyn,40.5946329,-73.9779295,11223,brooklyn
multi-family home for sale,1249000,5,2.0,2184.207862,brooklyn,40.6756643,-73.8687143,11208,brooklyn
multi-family home for sale,1250000,7,4.0,2184.207862,brooklyn,40.6468782,-74.0136737,11220,brooklyn
house for sale,1250000,5,3.0,2295.0,brooklyn,40.617019,-73.9878352,11204,brooklyn
house for sale,1250000,3,2.0,2110.0,brooklyn,40.5866351,-73.9436164,11235,brooklyn
multi-family home for sale,1250000,7,3.0,1800.0,brooklyn,40.58761,-73.9698943,11223,brooklyn
condo for sale,5750000,3,2.0,2223.0,manhattan,40.736608,-73.9822819,10010,manhattan
multi-family home for sale,1250000,5,2.0,2376.0,brooklyn,40.6383413,-73.9547608,11226,ditmas park
house for sale,1250000,3,2.0,2049.0,brooklyn,40.6520971,-73.9451094,11203,brooklyn
multi-family home for sale,1250000,6,3.0,3496.0,brooklyn,40.6405629,-73.9073462,11236,brooklyn
multi-family home for sale,1260000,7,2.0,2000.0,brooklyn,40.6186892,-73.9952499,11204,brooklyn
multi-family home for sale,1275000,5,3.0,1920.0,brooklyn,40.6512263,-74.0131317,11220,brooklyn
multi-family home for sale,1288000,5,2.0,2375.0,brooklyn,40.6042803,-74.0030547,11214,brooklyn
townhouse for sale,1288000,3,2.0,2184.207862,brooklyn,40.6208518,-74.0133836,11228,brooklyn
house for sale,1288000,3,2.0,1188.0,brooklyn,40.6229377,-74.0298947,11209,brooklyn
house for sale,1288000,3,2.373860858,1692.0,brooklyn,40.6091787,-73.993115,11214,brooklyn
townhouse for sale,1290000,3,2.0,1998.0,brooklyn,40.6021136,-73.9764056,11223,brooklyn
multi-family home for sale,1295000,3,2.0,2600.0,brooklyn,40.609816,-73.9084026,11234,brooklyn
house for sale,1295000,8,3.0,3050.0,brooklyn,40.578698,-73.9551566,11235,brooklyn
house for sale,1295000,3,2.0,2184.207862,brooklyn,40.6189992,-73.9648549,11230,brooklyn
house for sale,1299000,4,2.0,2184.207862,brooklyn,40.6147583,-73.9849887,11204,brooklyn
pending,1299000,4,2.0,2080.0,brooklyn,40.6347105,-74.0342611,11209,brooklyn
multi-family home for sale,1299000,5,2.0,2184.207862,brooklyn,40.658549,-73.9981704,11232,brooklyn
house for sale,1299000,3,2.0,1700.0,brooklyn,40.622512,-74.038316,11209,brooklyn
multi-family home for sale,1299000,10,6.0,4500.0,brooklyn,40.6378136,-74.0266176,11220,brooklyn
multi-family home for sale,1299999,8,4.0,3448.0,brooklyn,40.6259736,-73.9141206,11234,brooklyn
multi-family home for sale,1299999,12,6.0,4125.0,brooklyn,40.7009355,-73.9250748,11237,brooklyn
house for sale,1299999,6,2.373860858,2068.0,brooklyn,40.6575904,-73.9264561,11203,brooklyn
multi-family home for sale,1300000,6,3.0,2184.207862,brooklyn,40.6236835,-73.9213087,11234,brooklyn
house for sale,1300000,3,2.0,2184.207862,brooklyn,40.6074439,-73.9477154,11229,brooklyn
condo for sale,5750000,3,3.0,3700.0,new york county,40.7231518,-73.9927218,10002,new york
house for sale,1325000,4,3.0,2200.0,brooklyn,40.618445,-73.9043606,11234,brooklyn
multi-family home for sale,1325000,5,2.0,2208.0,brooklyn,40.6697911,-73.9348558,11213,crown heights
multi-family home for sale,1325000,9,3.0,2184.207862,brooklyn,40.6817405,-73.8676128,11208,brooklyn
house for sale,1328888,3,2.0,1440.0,brooklyn,40.6094603,-73.9831636,11204,brooklyn
townhouse for sale,1335000,3,2.0,2184.207862,brooklyn,40.689193,-73.9397249,11221,brooklyn
multi-family home for sale,1350000,6,3.0,3000.0,brooklyn,40.5902653,-73.9455056,11235,brooklyn
multi-family home for sale,1350000,10,5.0,3383.0,brooklyn,40.6828535,-73.8769965,11208,brooklyn
house for sale,1350000,3,2.0,1584.0,brooklyn,40.6096678,-73.9511136,11229,brooklyn
multi-family home for sale,1350000,3,3.0,2184.207862,brooklyn,40.690647,-73.9431579,11221,brooklyn
condo for sale,5700000,3,4.0,2357.0,manhattan,40.7242197,-74.0056368,10013,new york
multi-family home for sale,1350000,6,2.0,2184.207862,brooklyn,40.6702558,-73.9375206,11213,brooklyn
multi-family home for sale,1358000,6,3.0,2184.207862,brooklyn,40.6871306,-73.9215141,11221,bedford stuyvesant
multi-family home for sale,1359000,11,6.0,2240.0,brooklyn,40.6941915,-73.913053,11221,brooklyn
house for sale,1375000,3,2.0,1960.0,brooklyn,40.6600309,-73.9848315,11215,brooklyn
house for sale,1380000,4,2.0,2520.0,brooklyn,40.6217919,-74.0343844,11209,brooklyn
multi-family home for sale,1388000,3,2.0,2520.0,brooklyn,40.620978,-73.957202,11229,brooklyn
multi-family home for sale,1388000,4,2.0,2520.0,brooklyn,40.620978,-73.957202,11229,brooklyn
multi-family home for sale,1388888,6,3.0,2160.0,brooklyn,40.5920325,-73.9491964,11235,brooklyn
house for sale,1389000,7,2.0,2184.207862,brooklyn,40.5943151,-73.9602134,11223,brooklyn
multi-family home for sale,1389000,5,2.0,2412.0,brooklyn,40.6157428,-73.9345355,11234,brooklyn
pending,1390000,5,4.0,1992.0,brooklyn,40.6302066,-73.962272,11230,brooklyn
condo for sale,5500000,4,4.0,2670.0,manhattan,40.7250022,-73.9938611,10012,manhattan
multi-family home for sale,1398000,9,6.0,4440.0,brooklyn,40.6376945,-74.0263049,11220,brooklyn
townhouse for sale,1399000,4,2.0,1700.0,brooklyn,40.6745279,-73.9243055,11233,brooklyn
multi-family home for sale,1399000,4,4.0,2049.0,brooklyn,40.6890219,-73.9244415,11221,brooklyn
multi-family home for sale,1399000,8,6.0,3448.0,brooklyn,40.6255774,-73.913355,11234,brooklyn
multi-family home for sale,1399888,7,4.0,3682.0,brooklyn,40.612845,-73.9182251,11234,brooklyn
multi-family home for sale,1399995,6,5.0,2184.207862,brooklyn,40.6842265,-73.9145419,11233,brooklyn
multi-family home for sale,1400000,5,4.0,2184.207862,brooklyn,40.5895581,-73.9376469,11235,brooklyn
house for sale,1400000,12,4.0,2184.207862,brooklyn,40.6887595,-73.9184086,11221,brooklyn
house for sale,1439000,6,4.0,1440.0,brooklyn,40.6337561,-74.003307,11219,brooklyn
house for sale,1439000,4,2.0,2184.207862,brooklyn,40.6857744,-73.9493686,11216,bedford stuyvesant
multi-family home for sale,1449000,7,3.0,2400.0,brooklyn,40.649911,-74.007989,11232,brooklyn
condo for sale,5495000,5,4.0,4014.0,manhattan,40.7141198,-74.0066281,10007,new york
house for sale,1449999,3,2.373860858,1890.0,brooklyn,40.6783124,-73.928113,11233,brooklyn
house for sale,1450000,4,4.0,1746.0,brooklyn,40.6212482,-74.0338909,11209,brooklyn
townhouse for sale,1450000,6,4.0,2800.0,brooklyn,40.6367665,-73.9497245,11210,brooklyn
